LfdArtNr;artnr1;abez1;me;basis_me;anz_basis;anz_ve;ean_me;kn_ja;wgrupnr;sort1;sort2;warennr;gewicht_gr;gewicht;sb_ja;KopfLfdNr;ArtNr;ArtBez;VarTyp;VarBez;VarFarbe;kn_art
72405;6362-06;Sockenwolle 4-fach, uni;kg;10;20.00;10.00;4036014317656;1;17;99;"              6362-06";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72406;6362-07;Sockenwolle 4-fach, uni;kg;10;20.00;10.00;4036014317687;1;17;99;"              6362-07";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72407;6362-08;Sockenwolle 4-fach, uni;kg;10;20.00;10.00;4036014317717;1;17;99;"              6362-08";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72421;6012747-24-82-2-ES;Handicraft needles, Nov.24, Aldi Nord ES, 30 sets;SORT;1;30.00;30.00;NULL;NULL;8;99;"   6012747-24-82-2-ES";44219100;12;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72422;7008813-24-82-2-PT;Handicraft needles, Nov.24, Aldi Nord PT, 30 sets;SORT;1;30.00;30.00;NULL;NULL;8;99;"   7008813-24-82-2-PT";44219100;12;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72423;8013981-24-82-2-PL;Handicraft needles, Nov.24, Aldi Nord PL, 30 sets;SORT;1;30.00;30.00;NULL;NULL;8;99;"   8013981-24-82-2-PL";44219100;12;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72462;9801631-0;"Regia Premium Alpaca Soft 5x100g ";kg;10;10.00;5.00;NULL;1;6;99;"            9801631-0";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72467;9801269-0;Regia 4f  color 10x100g;kg;10;10.00;10.00;NULL;1;6;99;"            9801269-0";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72468;9801421-0;"SMC Bravo Color 20x50g ";kg;10;20.00;20.00;NULL;1;6;99;"            9801421-0";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72469;9801270-0;"Regia 4f color 5x100g ";kg;10;10.00;5.00;NULL;1;6;99;"            9801270-0";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74692;02915-043;ECO SOFT BIO   GOTS;kg;10;20.00;10.00;8020586487448;1;6;99;"            02915-043";52071000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74693;02915-046;ECO SOFT BIO   GOTS;kg;10;20.00;10.00;8020586487455;1;6;99;"            02915-046";52071000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74694;02915-049;ECO SOFT BIO   GOTS;kg;10;20.00;10.00;8020586487462;1;6;99;"            02915-049";52071000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74695;02915-125;ECO SOFT BIO   GOTS;kg;10;20.00;10.00;8020586478217;1;6;99;"            02915-125";52071000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74697;02915-200;ECO SOFT BIO   GOTS;kg;10;20.00;10.00;8020586467280;1;6;99;"            02915-200";52071000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74698;02915-218;ECO SOFT BIO   GOTS;kg;10;20.00;10.00;8020586467297;1;6;99;"            02915-218";52071000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74699;02915-260;ECO SOFT BIO   GOTS;kg;10;20.00;10.00;8020586478224;1;6;99;"            02915-260";52071000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74700;02915-044;ECO SOFT BIO   GOTS;kg;10;20.00;10.00;8020586487479;1;6;99;"            02915-044";52071000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74701;02915-045;ECO SOFT BIO   GOTS;kg;10;20.00;10.00;8020586487486;1;6;99;"            02915-045";52071000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74702;02915-047;ECO SOFT BIO   GOTS;kg;10;20.00;10.00;8020586487493;1;6;99;"            02915-047";52071000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74703;02915-111;ECO SOFT BIO   GOTS;kg;10;20.00;10.00;8020586496082;1;6;99;"            02915-111";52071000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74704;02915-215;ECO SOFT BIO   GOTS;kg;10;20.00;10.00;8020586487868;1;6;99;"            02915-215";52071000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74705;02915-244;ECO SOFT BIO   GOTS;kg;10;20.00;10.00;8020586467334;1;6;99;"            02915-244";52071000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74706;02915-261;ECO SOFT BIO   GOTS;kg;10;20.00;10.00;8020586478231;1;6;99;"            02915-261";52071000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74708;01449-738;TEDDY WOOL;kg;10;20.00;10.00;8020586502516;1;6;99;"            01449-738";56060099;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74608;01437-0000;CIAO Print, 6 kg Sortiment;SORT;10;60.00;60.00;8020586501120;NULL;6;99;"           01437-0000";51099000;100;6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74612;01439-635;"CIAO Print ";kg;10;10.00;10.00;8020586501083;1;6;99;"            01439-635";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74615;04605-105;MILANO;kg;10;10.00;5.00;8682005539291;1;6;99;"            04605-105";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74616;04605-120;MILANO;kg;10;10.00;5.00;8682005539307;1;6;99;"            04605-120";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74619;04605-268;MILANO;kg;10;10.00;5.00;8682005539338;1;6;99;"            04605-268";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74620;04605-307;MILANO;kg;10;10.00;5.00;8682005539345;1;6;99;"            04605-307";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74621;04605-327;MILANO;kg;10;10.00;5.00;8682005539352;1;6;99;"            04605-327";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74622;04605-402;MILANO;kg;10;10.00;5.00;8682005539369;1;6;99;"            04605-402";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74623;04605-406;MILANO;kg;10;10.00;5.00;8682005539376;1;6;99;"            04605-406";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74625;04605-451;MILANO;kg;10;10.00;5.00;8682005539390;1;6;99;"            04605-451";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74629;04605-525;MILANO;kg;10;10.00;5.00;8682005539437;1;6;99;"            04605-525";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74633;04605-568;MILANO;kg;10;10.00;5.00;8682005539475;1;6;99;"            04605-568";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74635;04605-655;MILANO;kg;10;10.00;5.00;8682005539499;1;6;99;"            04605-655";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74637;04605-682;MILANO;kg;10;10.00;5.00;8682005539512;1;6;99;"            04605-682";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
40847;1238-SB250;Strumpfstricknadeln, 2,5 mm, 15 cm;Stück;1;1.00;1.00;NULL;NULL;12;99;"           1238-SB250";76169910;20;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
40904;865-70;Cotton Quick uni;kg;10;20.00;10.00;4036014043975;1;15;99;"               865-70";52071000;NULL;1;NULL;1013;865-;Cotton Quick uni;Farbe;70;silbergrau;Längsknäuel
40921;760-41;Lisa Premium uni;kg;10;20.00;10.00;4036014043616;1;15;99;"               760-41";55111000;NULL;1;NULL;1037;760-;Lisa Premium uni;Farbe;41;türkis;Längsknäuel
40923;760-43;Lisa Premium uni;kg;10;20.00;10.00;4036014043678;1;15;99;"               760-43";55111000;NULL;1;NULL;1037;760-;Lisa Premium uni;Farbe;43;lila;Längsknäuel
40924;760-44;Lisa Premium uni;kg;10;20.00;10.00;4036014043708;1;15;99;"               760-44";55111000;NULL;1;NULL;1037;760-;Lisa Premium uni;Farbe;44;pink;Längsknäuel
41175;1247-800;Nadelspiel Bambus 8,0 mm, 20 cm;Stück;1;1.00;10.00;4036014046150;NULL;12;99;"             1247-800";44170000;10;0;NULL;1099;1247-;Nadelspiel Bambus, 20 cm;Stärke;8,0;natur;[leer]
41435;9999-11;Sopo Wolle MFL;kg;1;1.00;1.00;NULL;NULL;7;99;"              9999-11";55111000;1000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
41698;749-15;aarlan Arwetta, Sockenwolle Farbe 15;kg;10;20.00;20.00;NULL;1;11;99;"               749-15";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
41777;1217-10;Sternzwirn, 2 x 20 m, weiß;Stück;1;1.00;10.00;4036014049373;NULL;12;99;"              1217-10";55081090;20;0;NULL;1144;1217-;Sternzwirn, 2 x 20 m, schwarz & weiß;Farbe;10;2 x weiß;[leer]
41778;1217-20;Sternzwirn, 2 x 20 m, schwarz;Stück;1;1.00;10.00;4036014049359;NULL;12;99;"              1217-20";55081090;20;0;NULL;1144;1217-;Sternzwirn, 2 x 20 m, schwarz & weiß;Farbe;20;2 x schwarz;[leer]
42313;7320;Piazza, Fischer Wolle;kg;10;20.00;20.00;4250855405109;1;11;99;"                 7320";52071000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
42315;7318;Piazza, Fischer Wolle;kg;10;20.00;20.00;4250855405086;1;11;99;"                 7318";52071000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
42486;ALDI-1247-800;Nadelspiel Bambus   8,0 mm, 20cm;Stück;1;1.00;1.00;NULL;NULL;9;99;"        ALDI-1247-800";44170000;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
42487;ALDI-1233-900;Rundstricknadeln Stahl, 9,0 mm, 80 cm;Stück;1;1.00;1.00;NULL;NULL;9;99;"        ALDI-1233-900";73199090;20;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
68986;1000-APDF-491-F;Anleitung PDF Finnja;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-491-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-491-F;NULL;[leer]
68987;1000-APDF-498-E;Anleitung PDF Scotland;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-498-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-498-E;NULL;[leer]
68988;1000-APDF-498-F;Anleitung PDF Scotland;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-498-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-498-F;NULL;[leer]
68989;1000-APDF-499-E;Anleitung PDF Merino Soul;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-499-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-499-E;NULL;[leer]
68990;1000-APDF-499-F;Anleitung PDF Merino Soul;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-499-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-499-F;NULL;[leer]
68991;1000-APDF-461-E;Anleitung PDF Cotton Quick Flow;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-461-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-461-E;NULL;[leer]
68992;1000-APDF-510-D;Anleitung PDF Eco Cotton;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-510-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-510-D;NULL;[leer]
68993;1000-APDF-511-D;Anleitung PDF Rosella;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-511-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-511-D;NULL;[leer]
68994;1000-APDF-512-D;Anleitung PDF Filzwolle Spectra;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-512-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-512-D;NULL;[leer]
68995;1000-APDF-513-D;Anleitung PDF Hot Socks Rubin;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-513-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-513-D;NULL;[leer]
68996;1000-APDF-514-D;Anleitung PDF Hot Socks Rubin;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-514-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-514-D;NULL;[leer]
68997;1000-APDF-515-D;Anleitung PDF Häkelgarn 100;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-515-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-515-D;NULL;[leer]
68998;1000-APDF-516-D;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-516-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-516-D;NULL;[leer]
68999;1000-APDF-517-D;Anleitung PDF Hot Socks Chianti 6-fach;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-517-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-517-D;NULL;[leer]
69000;1000-APDF-518-D;Anleitung PDF Hot Socks Voltino 6-fach;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-518-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-518-D;NULL;[leer]
42490;2613-17;Filzwolle uni;kg;10;20.00;10.00;4036014053868;1;15;99;"              2613-17";51091090;NULL;1;NULL;1020;2613-;Filzwolle uni;Farbe;17;taubenblau;Längsknäuel
42493;2613-18;Filzwolle uni;kg;10;20.00;10.00;4036014053950;1;15;99;"              2613-18";51091090;NULL;1;NULL;1020;2613-;Filzwolle uni;Farbe;18;rosa;Längsknäuel
42494;2613-16;Filzwolle uni;kg;10;20.00;10.00;4036014053981;1;15;99;"              2613-16";51091090;NULL;1;NULL;1020;2613-;Filzwolle uni;Farbe;16;marine;Längsknäuel
42495;2613-50;Filzwolle uni;kg;10;20.00;10.00;4036014054018;1;15;99;"              2613-50";51091090;NULL;1;NULL;1020;2613-;Filzwolle uni;Farbe;50;silbergrau;Längsknäuel
42496;2613-19;Filzwolle uni;kg;10;20.00;10.00;4036014054049;1;15;99;"              2613-19";51091090;NULL;1;NULL;1020;2613-;Filzwolle uni;Farbe;19;fuchsia;Längsknäuel
42503;ALDI-1248-800;Rundstricknadeln  Bambus 8,00 mm, 80 cm;Stück;1;1.00;1.00;NULL;NULL;9;99;"        ALDI-1248-800";44219100;20;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
42725;2614-30;Filzwolle color;kg;10;20.00;10.00;4036014054261;1;15;99;"              2614-30";51091090;NULL;1;NULL;1017;2614-;Filzwolle color;Farbe;30;orange-fuchsia-lila multicolor;Längsknäuel
42727;2614-32;Filzwolle color;kg;10;20.00;10.00;4036014054209;1;7;99;"              2614-32";51091090;NULL;1;NULL;1017;2614-;Filzwolle color;Farbe;32;steingrau-lila-flieder multicolor;Längsknäuel
43200;761-95;"Big Lisa Premium ";kg;10;4.00;4.00;4036014057002;1;15;99;"               761-95";55111000;NULL;1;NULL;1003;761-;Big Lisa Premium;Farbe;95;steingrau;Längsknäuel
43202;813-133;Häkelgarn 100;kg;10;10.00;6.00;4036014056456;1;15;99;"              813-133";52071000;NULL;1;NULL;1024;813-;Häkelgarn 100;Farbe;133;purpur;Kuchenknäuel
43203;813-134;Häkelgarn 100;kg;10;10.00;6.00;4036014056425;1;15;99;"              813-134";52071000;NULL;1;NULL;1024;813-;Häkelgarn 100;Farbe;134;orange;Kuchenknäuel
43204;813-135;Häkelgarn 100;kg;10;10.00;6.00;4036014056395;1;15;99;"              813-135";52071000;NULL;1;NULL;1024;813-;Häkelgarn 100;Farbe;135;lila;Kuchenknäuel
43215;2005-21;Perlgarn 5 Spezial, Buttinette;kg;10;40.00;10.00;4058896054276;1;11;99;"              2005-21";52071000;NULL;1;NULL;1844;2005-;Perlgarn 5 Spezial, Buttinette;Einzelartikel;21;Kd. Art.nr. 22341 grau;[leer]
43217;2008-21;Perlgarn 8 Spezial, Buttinette;kg;10;40.00;10.00;4058896054443;1;11;99;"              2008-21";52071000;NULL;1;NULL;1845;2008-;Perlgarn 8 Spezial, Buttinette;Einzelartikel;21;Kd. Art.nr. 22471  grau;[leer]
69001;1000-APDF-519-D;Anleitung PDF Hot Socks Manerba 4-fach;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-519-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-519-D;NULL;[leer]
69002;1000-APDF-520-D;Anleitung PDF Hot Socks Soave 4-fach;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-520-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-520-D;NULL;[leer]
69003;1000-APDF-521-D;Anleitung PDF Hot Socks Salò 4-fach;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-521-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-521-D;NULL;[leer]
69004;1000-APDF-522-D;Anleitung PDF Eco Cotton;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-522-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-522-D;NULL;[leer]
69005;1000-APDF-523-D;Anleitung PDF Cotton Fun;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-523-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-523-D;NULL;[leer]
69029;6116-0;Scandinavia;kg;10;10.00;10.00;NULL;1;15;99;"               6116-0";55112000;NULL;1;NULL;1857;6116-;Scandinavia;Farbe;0;NULL;Pulskin Längsknäuel
69030;6116-01;Scandinavia;kg;10;10.00;10.00;4036014270753;1;15;99;"              6116-01";55112000;NULL;1;NULL;1857;6116-;Scandinavia;Farbe;01;koralle-natur;Pulskin Längsknäuel
69031;6116-02;Scandinavia;kg;10;10.00;10.00;4036014270784;1;15;99;"              6116-02";55112000;NULL;1;NULL;1857;6116-;Scandinavia;Farbe;02;lind-natur;Pulskin Längsknäuel
69032;6116-03;Scandinavia;kg;10;10.00;10.00;4036014270814;1;15;99;"              6116-03";55112000;NULL;1;NULL;1857;6116-;Scandinavia;Farbe;03;malve-natur;Pulskin Längsknäuel
69033;6116-04;Scandinavia;kg;10;10.00;10.00;4036014270845;1;15;99;"              6116-04";55112000;NULL;1;NULL;1857;6116-;Scandinavia;Farbe;04;hellblau-graubeige-natur;Pulskin Längsknäuel
69034;6116-05;Scandinavia;kg;10;10.00;10.00;4036014270876;1;15;99;"              6116-05";55112000;NULL;1;NULL;1857;6116-;Scandinavia;Farbe;05;silbergrau-blaugrau-natur;Pulskin Längsknäuel
69035;6116-06;Scandinavia;kg;10;10.00;10.00;4036014270906;1;15;99;"              6116-06";55112000;NULL;1;NULL;1857;6116-;Scandinavia;Farbe;06;weinrot-silbrgrau-natur;Pulskin Längsknäuel
69036;6116-07;Scandinavia;kg;10;10.00;10.00;4036014270937;1;15;99;"              6116-07";55112000;NULL;1;NULL;1857;6116-;Scandinavia;Farbe;07;blau-lichtgrau-natur;Pulskin Längsknäuel
69037;6116-08;Scandinavia;kg;10;10.00;10.00;4036014270968;1;15;99;"              6116-08";55112000;NULL;1;NULL;1857;6116-;Scandinavia;Farbe;08;kamel-pastelgrün-natur;Pulskin Längsknäuel
69038;3350-21;Alaska uni;kg;10;10.00;10.00;4036014270999;1;15;99;"              3350-21";55112000;NULL;1;NULL;1000;3350-;Alaska uni;Farbe;21;gelb;Längsknäuel
72472;GGH-263-0;Volante;kg;10;20.00;10.00;NULL;1;6;99;"            GGH-263-0";52079000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72473;GGH-263-01;Volante;kg;10;20.00;10.00;4046734025960;1;6;99;"           GGH-263-01";52079000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72475;GGH-263-03;Volante;kg;10;20.00;10.00;4046734025984;1;6;99;"           GGH-263-03";52079000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72476;GGH-263-06;Volante;kg;10;20.00;10.00;4046734026011;1;6;99;"           GGH-263-06";52079000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72477;GGH-263-07;Volante;kg;10;20.00;10.00;4046734026028;1;6;99;"           GGH-263-07";52079000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72478;GGH-263-08;Volante;kg;10;20.00;10.00;4046734026035;1;6;99;"           GGH-263-08";52079000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72479;GGH-263-09;Volante;kg;10;20.00;10.00;4046734026042;1;6;99;"           GGH-263-09";52079000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72480;GGH-263-10;Volante;kg;10;20.00;10.00;4046734026059;1;6;99;"           GGH-263-10";52079000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72481;GGH-263-11;Volante;kg;10;20.00;10.00;4046734026066;1;6;99;"           GGH-263-11";52079000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72485;GGH-263-15;Volante;kg;10;20.00;10.00;4046734026103;1;6;99;"           GGH-263-15";52079000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72487;GGH-263-17;Volante;kg;10;20.00;10.00;4046734026127;1;6;99;"           GGH-263-17";52079000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72488;GGH-263-18;Volante;kg;10;20.00;10.00;4046734026134;1;6;99;"           GGH-263-18";52079000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72489;GGH-263-19;Volante;kg;10;20.00;10.00;4046734027834;1;6;99;"           GGH-263-19";52079000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72490;GGH-263-20;Volante;kg;10;20.00;10.00;4046734027841;1;6;99;"           GGH-263-20";52079000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72491;GGH-263-21;Volante;kg;10;20.00;10.00;4046734029074;1;6;99;"           GGH-263-21";52079000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
43883;ALDI-1233-450;Rundstricknadeln Stahl, 4,50 mm, 80 cm;Stück;1;1.00;1.00;NULL;NULL;9;99;"        ALDI-1233-450";73199090;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
44907;1219-800;Häkelnadel 8,00 mm;Stück;1;1.00;10.00;4036014063973;NULL;12;99;"             1219-800";76169910;30;0;NULL;1152;1219-F;Häkelnadel Metall mit Führungsfläche;Stärke;8,0;aubergine;[leer]
44927;760-OT-48-165677;Laura, Ottos VE 30 = 6 kg;SB;11;1.00;1.00;NULL;NULL;11;99;"     760-OT-48-165677";55111000;200;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
45030;4444-9;Sockenparade sortiert SB-Packs 2 x 100 g;SB;11;1.00;1.00;NULL;NULL;5;99;"               4444-9";51099000;200;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
45384;2876-0;Happy uni;kg;10;10.00;10.00;NULL;1;15;99;"               2876-0";55111000;NULL;1;NULL;1025;2876-;Happy uni;Farbe;0;NULL;Längsknäuel
45385;2876-02;Happy uni;kg;10;10.00;10.00;4036014069173;1;15;99;"              2876-02";55111000;NULL;1;NULL;1025;2876-;Happy uni;Farbe;02;creme;Längsknäuel
45386;2876-04;Happy uni;kg;10;10.00;10.00;4036014069142;1;15;99;"              2876-04";55111000;NULL;1;NULL;1025;2876-;Happy uni;Farbe;04;fuchsia;Längsknäuel
45387;2876-06;Happy uni;kg;10;10.00;10.00;4036014069111;1;15;99;"              2876-06";55111000;NULL;1;NULL;1025;2876-;Happy uni;Farbe;06;kaminrot;Längsknäuel
45389;2876-10;Happy uni;kg;10;10.00;10.00;4036014069050;1;15;99;"              2876-10";55111000;NULL;1;NULL;1025;2876-;Happy uni;Farbe;10;pflaume;Längsknäuel
45390;2876-14;Happy uni;kg;10;10.00;10.00;4036014069029;1;15;99;"              2876-14";55111000;NULL;1;NULL;1025;2876-;Happy uni;Farbe;14;petrol;Längsknäuel
45393;2876-27;Happy uni;kg;10;10.00;10.00;4036014068930;1;15;99;"              2876-27";55111000;NULL;1;NULL;1025;2876-;Happy uni;Farbe;27;schwarz;Längsknäuel
45395;2876-40;Happy uni;kg;10;10.00;10.00;4036014069326;1;15;99;"              2876-40";55111000;NULL;1;NULL;1025;2876-;Happy uni;Farbe;40;marine;Längsknäuel
45861;2614-36;Filzwolle color;kg;10;20.00;10.00;4036014071558;1;15;99;"              2614-36";51091090;NULL;1;NULL;1017;2614-;Filzwolle color;Farbe;36;blaugrün-ocker-rotorange multicolor;Längsknäuel
69039;3350-22;Alaska uni;kg;10;10.00;10.00;4036014271088;1;15;99;"              3350-22";55112000;NULL;1;NULL;1000;3350-;Alaska uni;Farbe;22;orange;Längsknäuel
69040;3350-23;Alaska uni;kg;10;10.00;10.00;4036014271057;1;15;99;"              3350-23";55112000;NULL;1;NULL;1000;3350-;Alaska uni;Farbe;23;smaragd;Längsknäuel
69041;3350-24;Alaska uni;kg;10;10.00;10.00;4036014271026;1;15;99;"              3350-24";55112000;NULL;1;NULL;1000;3350-;Alaska uni;Farbe;24;violett;Längsknäuel
69049;6117-00;Big Velvet, 9 kg Sortiment, 6 Farben, 250 g Kn.;SORT;10;36.00;36.00;4036014271170;NULL;7;99;"              6117-00";55111000;250;9;NULL;1859;6117-00;Big Velvet;Einzelartikel;00;NULL;Längsknäuel
69059;1000-PL-229;Plakat Hot Socks Manerba 4-fach A3;Stück;1;1.00;1.00;4036014271316;NULL;4;99;"          1000-PL-229";49119900;20;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
69069;1000-AF-230;"Anleitungsfolder Calore 2022 DEF       ";Stück;1;1.00;1.00;4036014271415;NULL;4;99;"          1000-AF-230";49119900;10;0;NULL;1756;1000-A;Anleitungen;Anleitung;AF-230;NULL;[leer]
69074;1000-AF-235;"Anleitungsfolder Alpelino 2022 DEF      ";Stück;1;1.00;1.00;4036014271460;NULL;4;99;"          1000-AF-235";49119900;10;0;NULL;1756;1000-A;Anleitungen;Anleitung;AF-235;NULL;[leer]
69075;749-327;aarlan Arwetta, Sockenwolle Farbe 327;kg;10;20.00;10.00;NULL;1;11;99;"              749-327";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
